pk	pn	lat	lon	link	tilecount_running_total	sketchfab_status	sketchfab_id	center_3857	other_sites_3857
C1102	Asteri: Karaousi	36.837394	22.727505	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1102	13498	OK	https://api.sketchfab.com/v3/models/ffb127e668544e9ab7704a0a57d0e3c0	[2530014.2836015793,4416465.778804298,64.12574005126953]	C1103:[2530634.8897627518,4416563.420577656,72.86082458496094]
C1103	Asteri: Cem	36.838096	22.73308	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1103	13619	OK	https://api.sketchfab.com/v3/models/3db98d8e917b4f6bbd5ea1b28fbe3c18	[2530634.8897627518,4416563.420577656,72.86082458496094]	C1102:[2530014.2836015793,4416465.778804298,64.12574005126953]
C1104	Asteri: North	36.851766	22.728381	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1104	13740	OK	https://api.sketchfab.com/v3/models/d365a3df694b44bb8eef9126634ae2ab	[2530111.799475514,4418464.971115984,131.30767822265625]	
C1105	Asteri: Dhragatsoula	36.830838	22.733328	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1105	13850	OK	https://api.sketchfab.com/v3/models/1b05dac3f6df4da98b3e789620e6aaf4	[2530662.496996468,4415553.942484838,46.07680130004883]	
C1106	Ayios Efstratios	36.813732	22.756102	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1106	13971	OK	https://api.sketchfab.com/v3/models/56c1056f42ce4cc9a8f4a68d0cc5f8b8	[2533197.6870797942,4413175.13521973,19.129600524902344]	C1107:[2533200.024789101,4413799.753577822,12.87279987335205]
C1107	Ayios Efstratios: Tholos	36.818224	22.756123	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1107	14103	OK	https://api.sketchfab.com/v3/models/f7dfb8e70434427089de6bd59864b058	[2533200.024789101,4413799.753577822,12.87279987335205]	C1106:[2533197.6870797942,4413175.13521973,19.129600524902344]
C1108	Vithoulas	36.316627	22.974559	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1108	14224	OK	https://api.sketchfab.com/v3/models/9ab470a65173404bb150559029553dbd	[2557516.2090800204,4344276.678328121,497.7254333496094]	
C1109	Kalamos: Ayia Sophia	36.149503	23.018606	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1109	14345	OK	https://api.sketchfab.com/v3/models/a91d38c9522c42ab8823f0f47ef15be6	[2562419.498690991,4321212.301789954,184.0523223876953]	
C111	Kalamata: Kastro	37.045748	22.117055	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C111	14466	OK	https://api.sketchfab.com/v3/models/5c0c6aa26f1c46159ff72f79955eed1f	[2462059.300446825,4445485.388279658,119.16773223876953]	C110:[2462641.7240226557,4445790.276417812,196.76150512695312]
C1110	Pourko: Ayios Demetrios	36.173534	22.965494	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1110	14587	OK	https://api.sketchfab.com/v3/models/20b4e0040d3d492aa01715c2fc4ee6a9	[2556507.097895979,4324525.7299182145,670.552001953125]	
C1111	Lioni (Kythera)	36.156741	22.978951	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1111	14708	OK	https://api.sketchfab.com/v3/models/51c07a687b164b5dba3e7392304c04f4	[2558005.1242835843,4322210.180544208,474.24993896484375]	C1112:[2558271.7344640344,4322473.934819879,349.78656005859375]
C1112	Lioni: Hab	36.158654	22.981346	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1112	14829	OK	https://api.sketchfab.com/v3/models/ca2d3bf0ec4f4ed8a349e4cc6c496734	[2558271.7344640344,4322473.934819879,349.78656005859375]	C1111:[2558005.1242835843,4322210.180544208,474.24993896484375]
C1113	Kastri (Skandeia?)	36.221402	23.058998	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1113	14950	OK	https://api.sketchfab.com/v3/models/dd474a197a0047c7aee3182f7a8e430a	[2566915.9155631135,4331128.866764136,4.246119499206543]	
C1114	Lymbiada	37.176164	22.683017	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1114	15071	OK	https://api.sketchfab.com/v3/models/bf84a6ef27574e729ffab73b8e56b42f	[2525061.902095168,4463690.30566731,1599.509521484375]	
C1115	Palaiochori: Kotroni etc.	37.157167	22.721054	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1115	15192	OK	https://api.sketchfab.com/v3/models/71389ab0597d4562800a125d4d773818	[2529296.161566471,4461036.540597857,1625.228759765625]	C1117:[2528632.1408038894,4461377.496068843,1749.80615234375]
C1116	Palaiokhori: Mikri Tourla	37.157486	22.712012	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1116	15313	OK	https://api.sketchfab.com/v3/models/6a175fbe88f34795b823a9f2dd66a74f	[2528289.610730719,4461081.097447011,1771.6265869140625]	C1117:[2528632.1408038894,4461377.496068843,1749.80615234375]
C1117	Kotroni: Hab	37.159608	22.715089	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1117	15434	OK	https://api.sketchfab.com/v3/models/5b7de11c7403493395707657eab87d47	[2528632.1408038894,4461377.496068843,1749.80615234375]	C1115:[2529296.161566471,4461036.540597857,1625.228759765625]|C1116:[2528289.610730719,4461081.097447011,1771.6265869140625]
C1118	Kotroni: Kalyvia	37.199757	22.768944	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1118	15555	OK	https://api.sketchfab.com/v3/models/c820200396ca4406b4fae58332f78369	[2534627.2519805613,4466987.033079709,1805.4521484375]	
C1119	Plaka/Prasia (Leonidi Skala)	37.148584	22.890109	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1119	15687	OK	https://api.sketchfab.com/v3/models/b9454d5e232d479f92a057a6f8e5ccf6	[2548115.2780825286,4459837.766541397,29.04999351501465]	
C112	Tragana: Kapoureika	37.023298	21.6727	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C112	15808	OK	https://api.sketchfab.com/v3/models/e4bab9c1162447558f896b2ef9f58e9b	[2412593.92811538,4442354.725720463,299.97509765625]	
C1120	Analipsis	37.327151	22.450731	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1120	15929	OK	https://api.sketchfab.com/v3/models/1467a7703c114e60915727479e0f27ab	[2499203.9428567616,4484806.051789056,1933.727294921875]	
C1121	Analipsis: Cem	37.331423	22.442701	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1121	16050	OK	https://api.sketchfab.com/v3/models/f7d1caf556e64702bb5a538563a6396b	[2498310.0473456914,4485404.11343452,1814.6925048828125]	C1122:[2498183.922362623,4485290.294307489,1799.176025390625]
C1122	Analipsis: Tholos	37.33061	22.441568	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1122	16171	OK	https://api.sketchfab.com/v3/models/1837de3664ff49c5a6cf42b919cd1995	[2498183.922362623,4485290.294307489,1799.176025390625]	C1121:[2498310.0473456914,4485404.11343452,1814.6925048828125]
C1123	Belmina: Kanalaki	37.275534	22.254088	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1123	16303	OK	https://api.sketchfab.com/v3/models/db5f25b0d6874dc7bd363a58cc2c4c47	[2477313.7442286997,4477582.578874273,1089.36083984375]	
C1124	Pellana: Cem	37.212627	22.321612	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1124	16424	OK	https://api.sketchfab.com/v3/models/5c74ba9a691f4b0baefa4da3cbe4e4f0	[2484830.481525025,4468785.834809246,692.43603515625]	C1125:[2485137.834639105,4468164.116350941,723.2570190429688]
C1125	Pellanes: Kastro	37.208179	22.324373	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1125	16545	OK	https://api.sketchfab.com/v3/models/e250ea3a2c5b42d2a511911a02eb2d6c	[2485137.834639105,4468164.116350941,723.2570190429688]	C1124:[2484830.481525025,4468785.834809246,692.43603515625]
C1126	Kipoula	36.511326	22.354285	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1126	16677	OK	https://api.sketchfab.com/v3/models/81e050f2a2c14bf796319598b883c61b	[2488467.6232477133,4371209.069484425,554.206298828125]	
C1127	Spira	36.507854	22.484549	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1127	16798	OK	https://api.sketchfab.com/v3/models/bcf1a4eb622047f19d9a43d81dbc4610	[2502968.5453964085,4370728.201345337,254.89170837402344]	
C1128	Mavrouvouni: Cem	36.731291	22.538733	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1128	16919	OK	https://api.sketchfab.com/v3/models/a3bf3a521a0a40eda0b02c6550a2c9ec	[2509000.280685551,4401718.109099212,76.76146697998047]	
C1129	Gythion: Cranae/Kranai	36.753902	22.572477	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1129	17040	OK	https://api.sketchfab.com/v3/models/2adce129208647e9adf8caef9e25a8c9	[2512756.6455828794,4404859.188962279,8.98344898223877]	
C113	Pidima: Ayios Ioannis	37.133617	22.045642	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C113	17161	OK	https://api.sketchfab.com/v3/models/0732d26efc594d109d8daff7c3bd8662	[2454109.641650805,4457747.674715453,34.58000183105469]	
C1130	Lagio	36.821711	22.590484	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1130	17293	OK	https://api.sketchfab.com/v3/models/cf1d8965675f4497ba9fd7d5437f3382	[2514761.1756535936,4414284.650671613,238.01199340820312]	
C1131	Paizoulia	36.796485	22.585677	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1131	17425	OK	https://api.sketchfab.com/v3/models/162ffb0ca06a40a9963ca9de20cd5405	[2514226.0628613504,4410777.258205469,65.8104019165039]	
C1132	Stena	36.571909	22.979546	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1132	17546	OK	https://api.sketchfab.com/v3/models/12eba9a3b4a94549a01663e849ea7f17	[2558071.3593806066,4379603.22301141,350.6123962402344]	C1133:[2558247.912093004,4379413.466826265,274.4159851074219]
C1133	Stena: Cem	36.57054	22.981132	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1133	17667	OK	https://api.sketchfab.com/v3/models/c34f7916e3f54b9c83c83d375da15690	[2558247.912093004,4379413.466826265,274.4159851074219]	C1132:[2558071.3593806066,4379603.22301141,350.6123962402344]
C1134	Ayios Yeoryios: Cem	36.542122	23.001562	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1134	17788	OK	https://api.sketchfab.com/v3/models/f45d0d33d1af4ec0aa933063b98bca96	[2560522.1692899107,4375475.225887676,53.27840042114258]	
C1135	Neapolis	36.519648	23.045871	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1135	17909	OK	https://api.sketchfab.com/v3/models/765365a5d4574afca75b308f858d23ed	[2565454.62460747,4372361.745054681,12.198735237121582]	
C1136	Elaphonisi: Panayia	36.486418	22.943137	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1136	18030	OK	https://api.sketchfab.com/v3/models/7d0d55237fd84a4d98cbe6294235fc41	[2554018.328040314,4367759.816680286,52.846256256103516]	
C1137	Elaphonisi Village	36.502114	22.974949	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1137	18150	OK	https://api.sketchfab.com/v3/models/cc9455bdbd724b8aabde6243b627dca7	[2557559.6236814293,4369933.265028919,97.48400115966797]	
C1138	Pavlopetri	36.516448	22.98931	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1138	18271	OK	https://api.sketchfab.com/v3/models/4a9d07c3da6e4968ad202d07257446a5	[2559158.282888712,4371918.500174389,0]	
C1139	Daimonia: Kastelli	36.644754	22.888511	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1139	18403	OK	https://api.sketchfab.com/v3/models/5e4b107a10d94d4a93a4e9607f5fe262	[2547937.389536241,4389705.0775498785,174.77857971191406]	
C114	Ayios Floros: Kamaria	37.183011	22.010012	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C114	18524	OK	https://api.sketchfab.com/v3/models/3fe969e16c734081b3e8bd67813decc3	[2450143.32819384,4464646.953403735,104.04774475097656]	
C1140	Ayios Ioannis: Acropolis	36.741041	23.010726	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1140	18656	OK	https://api.sketchfab.com/v3/models/5352ae5ddcd54bdca1f0340e8fb49865	[2561542.3011035407,4403072.448258829,181.90908813476562]	
C1141	Kollyri: Sherds	36.755254	22.979909	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1141	18777	OK	https://api.sketchfab.com/v3/models/b28f8a4da17f444fa34880fe596ebe4e	[2558111.7683557644,4405047.035721966,520.2537841796875]	
C1142	Epidauros Limera	36.73075	23.025041	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1142	18898	OK	https://api.sketchfab.com/v3/models/2cea3396a9804ab4b5f0a85f30ac2e21	[2563135.8396142465,4401642.96567574,75.30184173583984]	C1143:[2562922.440150395,4401036.8373458935,4.098875045776367]
C1143	Epidauros Limera: Cem	36.726386	23.023124	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1143	19019	OK	https://api.sketchfab.com/v3/models/76bc109244f840418b88e2a23f92a9f4	[2562922.440150395,4401036.8373458935,4.098875045776367]	C1142:[2563135.8396142465,4401642.96567574,75.30184173583984]
C1144	Anemomylo	36.772925	22.927136	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1144	19140	OK	https://api.sketchfab.com/v3/models/a41cbaec28bb45598709120920c2baf2	[2552237.1048681308,4407502.547387798,184.41177368164062]	
C1145	Plitra: Goulas	36.693449	22.82192	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1145	19261	OK	https://api.sketchfab.com/v3/models/1f4d95fdd3304016a610a844a26197b9	[2540524.5133248256,4396463.234529041,209.0939178466797]	
C1146	Elea/Elaia Molaon	36.749778	22.800489	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1146	19371	OK	https://api.sketchfab.com/v3/models/49a47039f17e46e38d1011adc7e5f501	[2538138.825317635,4404286.221217765,59.77222442626953]	
C1147	Gangania	36.841541	22.834846	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1147	19492	OK	https://api.sketchfab.com/v3/models/b47f460c3b8f4aa0b11ffd22bdb60957	[2541963.4290628196,4417042.601530716,736.0864868164062]	
C1148	Apidhia/Apidia	36.880474	22.792872	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1148	19613	OK	https://api.sketchfab.com/v3/models/a436abbeb6cf480384b477c54949d3ea	[2537290.9047562624,4422459.473615335,712.4871215820312]	
C1149	Skala: Ayios Nikolaos	36.850738	22.66174	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1149	19734	OK	https://api.sketchfab.com/v3/models/51a9c80cf549480bb444a38783fc975c	[2522693.3572895597,4418321.96046748,15.37279987335205]	
C115	Ayios Floros	37.169031	22.028784	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C115	19866	OK	https://api.sketchfab.com/v3/models/c2fd0ea328f541898c738ec7475879ac	[2452233.017675012,4462693.790845168,137.2471923828125]	
C1150	Vlakhioti: Kokkinadha	36.865618	22.694663	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1150	19987	OK	https://api.sketchfab.com/v3/models/5f775ede31dd4b0994144801b053afb0	[2526358.3288849457,4420392.185459089,60.14225387573242]	
C1151	Sikea: Cem	36.758566	22.9438	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1151	20108	OK	https://api.sketchfab.com/v3/models/3e5a0852bddb45e7852dd0054171554b	[2554092.1328627095,4405507.218696367,308.1982727050781]	
C1152	Ayios Stephanos: South	36.824933	22.632443	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1152	20240	OK	https://api.sketchfab.com/v3/models/717e99b8eba643d4b9688e9055566d6c	[2519432.0301677887,4414732.716894752,20.124000549316406]	C1093:[2519436.260308439,4415033.246120818,43.9095458984375]
C1153	Peristeri: Solakoi	36.876161	22.676542	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1153	20361	OK	https://api.sketchfab.com/v3/models/a31dba249c034d77be22bfa04cfb4646	[2524341.1083922815,4421859.25625048,86.00680541992188]	
C1154	Skala: Anemomylos	36.858238	22.675754	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1154	20493	OK	https://api.sketchfab.com/v3/models/dccbc499e60b4b56ae1676bc9967bdf4	[2524253.3886335366,4419365.370264926,98.7672348022461]	
C1155	Ayios Ioannis	36.845011	22.644804	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1155	20614	OK	https://api.sketchfab.com/v3/models/cb272513c04747a48ebce0242a538b18	[2520808.0503934845,4417525.281671598,21.648799896240234]	C1096:[2520562.924874758,4417368.790753816,6.713600158691406]
C1156	Stephania: Lekas (site to SW)	36.845138	22.62263	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1156	20735	OK	https://api.sketchfab.com/v3/models/49b13070cb9d48219d1f3ce6feae3caa	[2518339.652004634,4417542.947902058,50.567405700683594]	C1094:[2518775.245172109,4416903.782882853,27.859445571899414]|C1095:[2518602.588641888,4417766.490848983,58.87200164794922]
C1157	Stafylos	39.083397	23.751651	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1157	20867	OK	https://api.sketchfab.com/v3/models/afcd6cd631a34134a08dd81bddaeea1f	[2644021.694819547,4733624.52723309,43.92025375366211]	
C1158	Skyros: Kastro	38.907097	24.569004	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1158	20988	OK	https://api.sketchfab.com/v3/models/2747d851bff4468eaa0b06770d8fd59b	[2735009.0145779015,4708372.738153351,140.85113525390625]	
C1159	Andros: Palaioupolis	37.819222	24.829963	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1159	21109	OK	https://api.sketchfab.com/v3/models/060c9e87a01b4fd08f87578d63e4961e	[2764058.8375758235,4553919.327188457,280.3904113769531]	
C116	Plati: Petrogephyra	37.137911	21.999827	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C116	21230	OK	https://api.sketchfab.com/v3/models/deb794c31bcb40ef9393fc1b96ba1971	[2449009.539180111,4458347.27524959,36.36180877685547]	
C1160	Andros: Episkopio	37.776634	24.926795	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1160	21351	OK	https://api.sketchfab.com/v3/models/784f9a6a37ae47818d25eeb00766a8b8	[2774838.1265083174,4547919.565546344,592.3714599609375]	
C1161	Tinos: Vryokastro	37.526157	25.188462	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1161	21472	OK	https://api.sketchfab.com/v3/models/4de4fd9b17db473f86ba68a277d79f4e	[2803966.763705721,4512702.259509894,94.96016693115234]	
C1162	Tinos: Ayia Thekla	37.652746	25.030305	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1162	21593	OK	https://api.sketchfab.com/v3/models/4618c786790b4e2789be2a0629edc047	[2786360.8070003293,4530485.947550355,286.0968933105469]	
C1163	Kea: Ayia Irini	37.668887	24.325899	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1163	21725	OK	https://api.sketchfab.com/v3/models/f553679bc72a422ea87979bdbb2032e4	[2707946.6897686026,4532755.671634353,10.445599555969238]	C1164:[2707560.0771770775,4533315.268698632,112.92396545410156]
C1164	Kea: Troullos	37.672866	24.322426	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1164	21846	OK	https://api.sketchfab.com/v3/models/bc1670a474a94b72b16dbe0dfc5a4fdc	[2707560.0771770775,4533315.268698632,112.92396545410156]	C1163:[2707946.6897686026,4532755.671634353,10.445599555969238]
C1165	Kea: Sykamias	37.638018	24.4024	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1165	21967	OK	https://api.sketchfab.com/v3/models/fe7bf679699a451d8acc873c2594c670	[2716462.7421337785,4528415.347906366,57.403648376464844]	
C1166	Kithnos: Ayia Irini	37.438776	24.428666	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1166	22088	OK	https://api.sketchfab.com/v3/models/75ce3306ab534f138db7e46c3f180481	[2719386.6598789548,4500444.256832176,86.23779296875]	
C1167	Mykonos: Palaikastro	37.455102	25.388733	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1167	22209	OK	https://api.sketchfab.com/v3/models/589588a6ec284755b7acc0dc9eec04e7	[2826260.8294463805,4502733.416218605,294.99090576171875]	
C1168	Delos: Theke	37.400379	25.267227	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1168	22330	OK	https://api.sketchfab.com/v3/models/24353d86fcdc4716a20792a0b9affd79	[2812734.8433980527,4495062.367157568,6.763199806213379]	C1169:[2812627.642728419,4495112.2529882835,0]|C1170:[2813341.4233033857,4494384.027457483,198.421142578125]
C1169	Delos: Sema	37.400735	25.266264	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1169	22451	OK	https://api.sketchfab.com/v3/models/4eb6cd0ad6804b7db2784ac42282aa1d	[2812627.642728419,4495112.2529882835,0]	C1168:[2812734.8433980527,4495062.367157568,6.763199806213379]|C1170:[2813341.4233033857,4494384.027457483,198.421142578125]
C117	Katsarou: Ayios Ilias	37.215366	22.009225	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C117	22572	OK	https://api.sketchfab.com/v3/models/8504310f31e24afbb5a38ad33884a1d1	[2450055.7197545865,4469168.69631147,269.51898193359375]	
C1170	Delos: Mt. Kynthos	37.395538	25.272676	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1170	22704	OK	https://api.sketchfab.com/v3/models/c445fcdda4cd4f7384d66a913b7b9d29	[2813341.4233033857,4494384.027457483,198.421142578125]	C1168:[2812734.8433980527,4495062.367157568,6.763199806213379]|C1169:[2812627.642728419,4495112.2529882835,0]
C1171	Naxos: Palati (Grotta)	37.10992	25.37264	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1171	22825	OK	https://api.sketchfab.com/v3/models/1332e49d2e974960b79eb14711ac5c7a	[2824469.3648810447,4454439.312657758,0]	C1172:[2825217.765817648,4454278.78634236,25.617380142211914]
C1172	Naxos: Aplomata	37.10877	25.379363	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1172	22946	OK	https://api.sketchfab.com/v3/models/e79b02dda71b4470acbb8a2cb6f4715d	[2825217.765817648,4454278.78634236,25.617380142211914]	C1171:[2824469.3648810447,4454439.312657758,0]
C1173	Naxos: Kamini	37.110983	25.386217	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1173	23067	OK	https://api.sketchfab.com/v3/models/8f4196012fb94391be760b045cdca4e5	[2825980.749607545,4454587.69697643,66.41078186035156]	
C1174	Naxos: Rizokastella	37.050637	25.393535	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1174	23188	OK	https://api.sketchfab.com/v3/models/0aeda06abcc140f980a7f4a977e0d086	[2826795.38564117,4446167.28427667,192.67388916015625]	
C1175	Vigla	37.024911	25.36592	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1175	23320	OK	https://api.sketchfab.com/v3/models/568b50ac1f244773821a969ab059e961	[2823721.2979029138,4442579.628438113,25.064870834350586]	
C1176	Seriphos	37.156178	24.479241	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1176	23441	OK	https://api.sketchfab.com/v3/models/13887a562987482f95cc3d4a27cb0b89	[2725016.6431258246,4460898.401592795,841.079833984375]	
C1177	Siphnos: Ayios Andreas	36.954158	24.721588	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1177	23562	OK	https://api.sketchfab.com/v3/models/a77426859fc84a9c834fafbdb1896ca0	[2751994.587761102,4432718.928424701,825.4319458007812]	
C1178	Siphnos: Kastro	36.974655	24.745541	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1178	23683	OK	https://api.sketchfab.com/v3/models/cd44140e2799483fa801e9ee12bbc89e	[2754661.023524073,4435574.609658599,167.38839721679688]	
C1179	Siphnos: To Froudhi tou Kalamitsiou	36.94604	24.692358	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1179	23804	OK	https://api.sketchfab.com/v3/models/ea6e247c653d4009868331070e0427d5	[2748740.719045215,4431588.125628018,567.1033325195312]	
C118	Siamou: Palaiochori	37.237862	22.031601	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C118	23925	OK	https://api.sketchfab.com/v3/models/d758f0fb8112419aa69c001eb436412c	[2452546.6046805764,4472313.7468124665,294.7302551269531]	
C1180	Amorgos: Aigiale: Vigli	36.919572	25.980372	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1180	24046	OK	https://api.sketchfab.com/v3/models/2698573d05e04792924ef7b4a7d0e2b3	[2892121.781659822,4427902.08264416,392.3680114746094]	
C1181	Amorgos: Xilokeratidi	36.831604	25.864262	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1181	24167	OK	https://api.sketchfab.com/v3/models/b294654118b34e64be77bd0af45f1235	[2879196.475583815,4415660.476985678,18.350051879882812]	
C1182	Amorgos: Arkesine	36.806693	25.817751	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1182	24277	OK	https://api.sketchfab.com/v3/models/05ab04039ec04fcaa6554e13f758c676	[2874018.894747529,4412196.42695964,233.723876953125]	
C1183	Ios: Chora	36.731776	25.28265	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1183	24398	OK	https://api.sketchfab.com/v3/models/8105a1116c1e4aea9a042f404f73ae3c	[2814451.723904558,4401785.474725617,92.29280090332031]	
C1184	Ellinika	36.789039	24.53111	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1184	24519	OK	https://api.sketchfab.com/v3/models/2889615586ca45daaa39e1628caf6755	[2730790.673793781,4409742.196210506,7.072800159454346]	
C1185	Paros: Koukounaries	37.12768	25.209303	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1185	24651	OK	https://api.sketchfab.com/v3/models/c12b05cac36b4e1d97738580d70de4c5	[2806286.773213343,4456918.70691887,96.67630767822266]	
C1186	Antiparos: Agriokastro (Northwest Promontory)	37.047326	25.074279	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1186	24772	OK	https://api.sketchfab.com/v3/models/cb1bc8277a9d47d3b76618ce8ec8f8c3	[2791255.9702884727,4445705.475907802,14.6835355758667]	
C1187	Melos: Phylakopi	36.755091	24.509247	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1187	24893	OK	https://api.sketchfab.com/v3/models/fb6aa6810a8d4e00a52fbf87927109f3	[2728356.895766568,4405024.38834097,10]	
C1188	Melos: Kapari	36.751046	24.517234	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1188	25003	OK	https://api.sketchfab.com/v3/models/5cb818e327534df5afcd193ee9fefe4c	[2729246.0045395335,4404462.387458772,185.2964324951172]	
